qseqid sseqid intron_length intron_position_on_target supercontig_length
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 1083 1090 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 96 1008 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 751 915 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 221 817 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 1528 700 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 367 538 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 724 341 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 109773 915 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 221 817 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 1265 700 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 1087 538 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 724 341 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 121715 1260 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 1055 1090 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 96 1008 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 752 915 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 221 817 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 1532 700 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 367 538 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 727 341 249404
VV11G08290_DEL1_transcript_16694-delavayi_cds CM030788.1 417 1656 55678668
VV11G08290_DEL1_transcript_16694-delavayi_cds CM030788.1 1495 1501 55678668
VV11G08290_DEL1_transcript_16694-delavayi_cds CM030788.1 134 1281 55678668
VV11G08290_DEL1_transcript_16694-delavayi_cds CM030788.1 108 1124 55678668
VV11G08290_DEL1_transcript_16694-delavayi_cds CM030788.1 109 871 55678668
VV11G08290_DEL1_transcript_16694-delavayi_cds CM030788.1 86 493 55678668
VV11G08290_DEL1_transcript_16694-delavayi_cds CM030788.1 202 372 55678668
VV11G08290_DEL1_transcript_16694-delavayi_cds CM030788.1 94 261 55678668
VV11G08290_DEL1_transcript_16694-delavayi_cds CM030788.1 334 143 55678668
VV11G08290_DEL1_transcript_16694-delavayi_cds CM030788.1 55673082 137 55678668
VV11G08290_DEL1_transcript_16694-delavayi_cds CM030788.1 592 369 55678668
VV11G08290_DEL1_transcript_16694-delavayi_cds CM030795.1 584 369 773
VV12G02930_DEL1_transcript_25311-delavayi_cds CM030790.1 86 1443 4331
VV12G02930_DEL1_transcript_25311-delavayi_cds CM030790.1 92 1385 4331
VV12G02930_DEL1_transcript_25311-delavayi_cds CM030790.1 101 1286 4331
VV12G02930_DEL1_transcript_25311-delavayi_cds CM030790.1 544 1194 4331
VV12G02930_DEL1_transcript_25311-delavayi_cds CM030790.1 79 1081 4331
VV12G02930_DEL1_transcript_25311-delavayi_cds CM030790.1 743 1030 4331
VV12G02930_DEL1_transcript_25311-delavayi_cds CM030790.1 1161 502 4331
VV12G05350_WIL1_transcript_21205-williamsianum_cds CM030798.1 635 2325 9933
VV12G05350_WIL1_transcript_21205-williamsianum_cds CM030798.1 1035 2066 9933
VV12G05350_WIL1_transcript_21205-williamsianum_cds CM030798.1 150 1954 9933
VV12G05350_WIL1_transcript_21205-williamsianum_cds CM030798.1 272 1171 9933
VV12G05350_WIL1_transcript_21205-williamsianum_cds CM030798.1 344 1109 9933
VV12G05350_WIL1_transcript_21205-williamsianum_cds CM030798.1 841 975 9933
VV12G05350_WIL1_transcript_21205-williamsianum_cds CM030798.1 949 894 9933
VV12G05350_WIL1_transcript_21205-williamsianum_cds CM030798.1 231 849 9933
VV12G05350_WIL1_transcript_21205-williamsianum_cds CM030798.1 309 690 9933
VV12G05350_WIL1_transcript_21205-williamsianum_cds CM030798.1 236 583 9933
VV12G05350_WIL1_transcript_21205-williamsianum_cds CM030798.1 1146 446 9933
VV12G05350_WIL1_transcript_21205-williamsianum_cds CM030798.1 1156 208 9933
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 2908 514 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 93 627 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 243 857 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 1478 985 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 89 1076 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 293 1140 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 285 1190 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 220 1272 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 988 1431 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 98 1491 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 1736 1575 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 1981 1632 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 77 1777 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 727 1833 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 148 2181 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 857 2346 14795
VV12G08230_DEL1_transcript_2082-delavayi_cds CM030792.1 93 2421 14795
VV12G08560_DEL1_transcript_19480-delavayi_cds CM030798.1 1220 460 5307
VV12G08560_DEL1_transcript_19480-delavayi_cds CM030798.1 996 778 5307
VV12G08560_DEL1_transcript_19480-delavayi_cds CM030798.1 135 852 5307
VV12G08560_DEL1_transcript_19480-delavayi_cds CM030798.1 162 929 5307
VV12G08560_DEL1_transcript_19480-delavayi_cds CM030798.1 493 1445 5307
VV12G08560_DEL1_transcript_19480-delavayi_cds CM030798.1 743 1539 5307
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 99 93 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 110 175 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 992 371 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 134 481 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 87 546 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 172 654 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 87 701 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 2128 756 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 549 851 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 1383 906 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 150 960 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 248 1023 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 79 1130 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 1150 1269 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 83 1351 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 116 1421 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 1674 1503 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 351 1560 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 106 1619 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 288 1701 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 451 1813 12599
VV13G02790_SIM1_transcript_7608-simsii_cds CM030790.1 222 1902 12599
VV13G02800_DEL1_transcript_13887-delavayi_cds CM030796.1 551 807 3757
VV13G02800_DEL1_transcript_13887-delavayi_cds CM030796.1 320 396 3757
VV13G02800_DEL1_transcript_13887-delavayi_cds CM030796.1 999 280 3757
VV13G06090_DEL1_transcript_13852-delavayi_cds CM030794.1 70 3615 5901
VV13G06090_DEL1_transcript_13852-delavayi_cds CM030794.1 771 3458 5901
VV13G06090_DEL1_transcript_13852-delavayi_cds CM030794.1 227 1372 5901
VV13G06090_DEL1_transcript_13852-delavayi_cds CM030794.1 721 1125 5901
VV13G06090_DEL1_transcript_13852-delavayi_cds CM030794.1 125 924 5901
VV13G06090_DEL1_transcript_13852-delavayi_cds CM030794.1 298 275 5901
VV13G09980_DEL1_transcript_4751-delavayi_cds CM030796.1 1154 2307 3465
VV14G06090_DEL1_transcript_28779-delavayi_cds CM030797.1 5376 294 8651
VV14G06090_DEL1_transcript_28779-delavayi_cds CM030797.1 665 537 8651
VV14G06090_DEL1_transcript_28779-delavayi_cds CM030797.1 385 2046 8651
VV14G09000_SIM1_transcript_16900-simsii_cds CM030791.1 285 991 1943
VV14G09000_SIM1_transcript_16900-simsii_cds CM030794.1 300 991 1957
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 134 266 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 892 361 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 380 919 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 881 1098 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 291 1222 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 725 1320 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 204 1415 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 92 1476 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 84 1608 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 80 1677 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 82 1730 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 801 1845 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 94 2020 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 175 2086 7612
VV14G10230_SIM1_transcript_25114-simsii_cds CM030798.1 460 2211 7612
VV14G11070_WIL1_transcript_1650-williamsianum_cds CM030795.1 155 179 5228
VV14G11070_WIL1_transcript_1650-williamsianum_cds CM030795.1 1052 278 5228
VV14G11070_WIL1_transcript_1650-williamsianum_cds CM030795.1 871 1177 5228
VV14G11070_WIL1_transcript_1650-williamsianum_cds CM030795.1 246 1312 5228
VV14G11070_WIL1_transcript_1650-williamsianum_cds CM030795.1 707 2178 5228
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 147 155 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 495 202 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 577 337 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 1866 472 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 647 558 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 61 642 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 68 746 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 120 835 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 992 907 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 69 1061 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 116 1179 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 142 1234 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 566 1317 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 144 1393 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 99 1527 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 1036 1651 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 76 1761 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 305 1823 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 381 1896 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 513 2100 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030792.1 82 2226 10797
VV14G11380_SIM1_transcript_11994-simsii_cds CM030797.1 88 1759 36605633
VV14G11380_SIM1_transcript_11994-simsii_cds CM030797.1 1227 2100 36605633
VV14G11380_SIM1_transcript_11994-simsii_cds CM030797.1 36603748 1651 36605633
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030792.1 1302 822 80538
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030792.1 75830 821 80538
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030792.1 1277 1371 80538
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030792.1 132 1404 80538
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 173 4564 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 418 4474 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 2516 4355 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 648 4314 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 120 4256 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 456 4136 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 81 3870 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 368 3790 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 88 3724 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 83 3539 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 102 3420 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 111 1459 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 282 1371 11360
VV15G00330_WIL1_transcript_22167-williamsianum_cds CM030794.1 1272 822 11360
VV15G06810_DEL1_transcript_27890-delavayi_cds CM030788.1 1297 938 2877
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 670 987 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 99 1030 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 171 1195 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 68572 987 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 323 1191 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 31490 158 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 663 987 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 102 1030 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 172 1195 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 1306 1397 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 1064 1450 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 84 1555 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 76 1704 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 102 1766 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 144 1890 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 84 2024 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 88 2108 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 1020 2223 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 331 2321 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 318 2490 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 110 2730 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 1964 2797 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 299 2847 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 329 2927 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 961 3135 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 1035 3247 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 122 3335 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 73 3391 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 792 3596 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 108 3691 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 163 3784 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 427 3964 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 417 4025 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 123 4087 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 661 4149 122958
VV16G01560_DEL1_transcript_31096-delavayi_cds CM030790.1 2054 4239 122958
VV16G04850_SIM1_transcript_22076-simsii_cds CM030788.1 7090900 435 57760683
VV16G04850_SIM1_transcript_22076-simsii_cds CM030788.1 17812822 323 57760683
VV16G04850_SIM1_transcript_22076-simsii_cds CM030788.1 -6 435 57760683
VV16G04850_SIM1_transcript_22076-simsii_cds CM030788.1 5174705 435 57760683
VV16G04850_SIM1_transcript_22076-simsii_cds CM030788.1 10653655 435 57760683
VV16G04850_SIM1_transcript_22076-simsii_cds CM030788.1 3520010 435 57760683
VV16G04850_SIM1_transcript_22076-simsii_cds CM030788.1 13499026 1560 57760683
VV16G04850_SIM1_transcript_22076-simsii_cds CM030788.1 271 846 57760683
VV16G04850_SIM1_transcript_22076-simsii_cds CM030788.1 3530 435 57760683
VV16G04850_SIM1_transcript_22076-simsii_cds CM030788.1 3015 230 57760683
VV16G04850_SIM1_transcript_22076-simsii_cds CM030789.1 13454165 435 36068742
VV16G04850_SIM1_transcript_22076-simsii_cds CM030789.1 22614010 391 36068742
VV16G04850_SIM1_transcript_22076-simsii_cds CM030790.1 4407517 435 39029203
VV16G04850_SIM1_transcript_22076-simsii_cds CM030790.1 34621065 435 39029203
VV16G04850_SIM1_transcript_22076-simsii_cds CM030791.1 24454502 391 30461240
VV16G04850_SIM1_transcript_22076-simsii_cds CM030791.1 3235680 435 30461240
VV16G04850_SIM1_transcript_22076-simsii_cds CM030791.1 1067915 435 30461240
VV16G04850_SIM1_transcript_22076-simsii_cds CM030791.1 1702175 435 30461240
VV16G04850_SIM1_transcript_22076-simsii_cds CM030792.1 8310056 435 51600775
VV16G04850_SIM1_transcript_22076-simsii_cds CM030792.1 802321 435 51600775
VV16G04850_SIM1_transcript_22076-simsii_cds CM030792.1 7346293 435 51600775
VV16G04850_SIM1_transcript_22076-simsii_cds CM030792.1 15474731 435 51600775
VV16G04850_SIM1_transcript_22076-simsii_cds CM030792.1 19666219 380 51600775
VV16G04850_SIM1_transcript_22076-simsii_cds CM030793.1 11382672 435 44891920
VV16G04850_SIM1_transcript_22076-simsii_cds CM030793.1 33508639 435 44891920
VV16G04850_SIM1_transcript_22076-simsii_cds CM030794.1 966879 435 967293
VV16G04850_SIM1_transcript_22076-simsii_cds CM030795.1 3464662 435 28015141
VV16G04850_SIM1_transcript_22076-simsii_cds CM030795.1 6722852 435 28015141
VV16G04850_SIM1_transcript_22076-simsii_cds CM030795.1 4608628 427 28015141
VV16G04850_SIM1_transcript_22076-simsii_cds CM030795.1 13218130 306 28015141
VV16G04850_SIM1_transcript_22076-simsii_cds CM030796.1 33416771 381 48465539
VV16G04850_SIM1_transcript_22076-simsii_cds CM030796.1 7351171 435 48465539
VV16G04850_SIM1_transcript_22076-simsii_cds CM030796.1 285740 435 48465539
VV16G04850_SIM1_transcript_22076-simsii_cds CM030796.1 1698 435 48465539
VV16G04850_SIM1_transcript_22076-simsii_cds CM030796.1 1695 435 48465539
VV16G04850_SIM1_transcript_22076-simsii_cds CM030796.1 4117677 435 48465539
VV16G04850_SIM1_transcript_22076-simsii_cds CM030796.1 3277408 1560 48465539
VV16G04850_SIM1_transcript_22076-simsii_cds CM030796.1 2846 435 48465539
VV16G04850_SIM1_transcript_22076-simsii_cds CM030796.1 7676 230 48465539
VV16G04850_SIM1_transcript_22076-simsii_cds CM030797.1 19302037 435 46216137
VV16G04850_SIM1_transcript_22076-simsii_cds CM030797.1 3354 435 46216137
VV16G04850_SIM1_transcript_22076-simsii_cds CM030797.1 26909930 435 46216137
VV16G04850_SIM1_transcript_22076-simsii_cds CM030798.1 7049231 395 29154784
VV16G04850_SIM1_transcript_22076-simsii_cds CM030798.1 7984284 435 29154784
VV16G04850_SIM1_transcript_22076-simsii_cds CM030798.1 4292365 435 29154784
VV16G04850_SIM1_transcript_22076-simsii_cds CM030798.1 9827940 435 29154784
VV16G04850_SIM1_transcript_22076-simsii_cds CM030799.1 955741 435 23408784
VV16G04850_SIM1_transcript_22076-simsii_cds CM030799.1 1659667 435 23408784
VV16G04850_SIM1_transcript_22076-simsii_cds CM030799.1 9747799 433 23408784
VV16G04850_SIM1_transcript_22076-simsii_cds CM030799.1 11044555 435 23408784
VV16G04850_SIM1_transcript_22076-simsii_cds CM030800.1 7729342 381 7729651
VV16G07650_DEL1_transcript_8381-delavayi_cds CM030790.1 2158 473 10110
VV16G07650_DEL1_transcript_8381-delavayi_cds CM030790.1 373 568 10110
VV16G07650_DEL1_transcript_8381-delavayi_cds CM030790.1 186 649 10110
VV16G07650_DEL1_transcript_8381-delavayi_cds CM030790.1 1821 696 10110
VV16G07650_DEL1_transcript_8381-delavayi_cds CM030790.1 60 822 10110
VV16G07650_DEL1_transcript_8381-delavayi_cds CM030790.1 493 1002 10110
VV16G07650_DEL1_transcript_8381-delavayi_cds CM030790.1 926 1188 10110
VV16G07650_DEL1_transcript_8381-delavayi_cds CM030790.1 1477 1413 10110
VV16G07650_DEL1_transcript_8381-delavayi_cds CM030790.1 880 1707 10110
VV16G09080_SIM1_transcript_7406-simsii_cds CM030789.1 675970 1169 676138
VV16G09080_SIM1_transcript_7406-simsii_cds CM030790.1 1941 669 9191
VV16G09080_SIM1_transcript_7406-simsii_cds CM030790.1 160 733 9191
VV16G09080_SIM1_transcript_7406-simsii_cds CM030790.1 167 831 9191
VV16G09080_SIM1_transcript_7406-simsii_cds CM030790.1 1449 913 9191
VV16G09080_SIM1_transcript_7406-simsii_cds CM030790.1 416 1092 9191
VV16G09080_SIM1_transcript_7406-simsii_cds CM030790.1 124 1169 9191
VV16G09080_SIM1_transcript_7406-simsii_cds CM030790.1 448 1262 9191
VV16G09080_SIM1_transcript_7406-simsii_cds CM030790.1 68 1323 9191
VV16G09080_SIM1_transcript_7406-simsii_cds CM030790.1 76 1415 9191
VV16G09080_SIM1_transcript_7406-simsii_cds CM030790.1 783 1538 9191
VV16G09080_SIM1_transcript_7406-simsii_cds CM030790.1 106 1648 9191
VV16G09080_SIM1_transcript_7406-simsii_cds CM030790.1 1619 1902 9191
VV16G09080_SIM1_transcript_7406-simsii_cds CM030791.1 1034814 1169 1034986
VV16G09080_SIM1_transcript_7406-simsii_cds CM030793.1 9318 1116 9382
VV16G09100_SIM1_transcript_21997-simsii_cds CM030796.1 276 2109 3193
VV16G09100_SIM1_transcript_21997-simsii_cds CM030796.1 400 2520 3193
VV16G09100_SIM1_transcript_21997-simsii_cds CM030798.1 273 1201 707
VV16G09100_SIM1_transcript_21997-simsii_cds CM030799.1 125234 1201 125886
VV17G00490_DEL1_transcript_11953-delavayi_cds CM030795.1 1014 327 3803
VV17G00490_DEL1_transcript_11953-delavayi_cds CM030795.1 120 523 3803
VV17G00490_DEL1_transcript_11953-delavayi_cds CM030795.1 1114 1545 3803
VV17G00870_DEL1_transcript_29801-delavayi_cds CM030795.1 2296 1044 6061
VV17G00870_DEL1_transcript_29801-delavayi_cds CM030795.1 52 913 6061
VV17G00870_DEL1_transcript_29801-delavayi_cds CM030795.1 1139 733 6061
VV17G00870_DEL1_transcript_29801-delavayi_cds CM030795.1 93 573 6061
VV17G00870_DEL1_transcript_29801-delavayi_cds CM030795.1 95 351 6061
VV17G00870_DEL1_transcript_29801-delavayi_cds CM030795.1 329 125 6061
VV17G00870_DEL1_transcript_29801-delavayi_cds CM030795.1 164 87 6061
VV17G02300_SIM1_transcript_19166-simsii_cds CM030790.1 154 1264 340
VV17G02300_SIM1_transcript_19166-simsii_cds CM030791.1 154 1264 341
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 1599 180 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 95 246 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 80 309 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 130 462 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 224 645 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 6502 696 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 80 875 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 453 999 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 879 1080 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 75 1165 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 113 1264 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 8620 1409 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 74 1562 21481
VV17G02300_SIM1_transcript_19166-simsii_cds CM030795.1 748 1788 21481
VV17G03780_WIL1_transcript_834-williamsianum_cds CM030795.1 94 2575 16187
VV17G03780_WIL1_transcript_834-williamsianum_cds CM030795.1 389 2745 16187
VV17G03780_WIL1_transcript_834-williamsianum_cds CM030795.1 10124 46 16187
VV17G03780_WIL1_transcript_834-williamsianum_cds CM030795.1 83 80 16187
VV17G03780_WIL1_transcript_834-williamsianum_cds CM030795.1 81 2409 16187
VV17G03780_WIL1_transcript_834-williamsianum_cds CM030795.1 1179 2490 16187
VV17G03780_WIL1_transcript_834-williamsianum_cds CM030795.1 131 2575 16187
VV17G03780_WIL1_transcript_834-williamsianum_cds CM030795.1 414 2745 16187
VV17G03780_WIL1_transcript_834-williamsianum_cds CM030795.1 514 2835 16187
VV17G03930_DEL1_transcript_18538-delavayi_cds CM030795.1 73 502 6597
VV17G03930_DEL1_transcript_18538-delavayi_cds CM030795.1 3301 397 6597
VV17G03930_DEL1_transcript_18538-delavayi_cds CM030795.1 826 295 6597
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 95 317 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 2392 562 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 1371 680 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 103 797 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 122 945 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 150 1019 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 89 1086 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 97 1132 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 301 1247 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 98 1309 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 209 1405 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 168 1528 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 479 1600 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 537 1699 8704
VV17G04100_DEL1_transcript_27011-delavayi_cds CM030795.1 358 1791 8704
